Transaction_ID,Customer_ID,Customer_Type,Policy_ID,Policy_Name,Product_Family,Transaction_Date,Month,Year,Quarter,Sales_Channel,Agency_ID,Bank_ID,Transaction_Type,Transaction_Detail,Payment_Cost
12598,914,Retail,1,C.Q.S. PREMIO ANNUO,PROTECTION,4/27/2016,4,2016,Q2,Agency,6,,Existing,Existing,573.5220087
12599,915,Retail,8,EKONOMIA,SAVING,4/14/2016,4,2016,Q2,Agency,2,,Existing,Existing,444.3019254
12600,916,Retail,6,CAPITALE DIFFERITO,SAVING,4/29/2016,4,2016,Q2,Agency,1,,Existing,Existing,252.1652891
12601,917,Retail,4,GUARDIAN PA,PROTECTION,4/12/2016,4,2016,Q2,Agency,5,,Existing,Existing,560.0171558
12602,918,Retail,19,RENDITE,PREVENTION,4/9/2016,4,2016,Q2,Agency,1,,Existing,Existing,406.3868986
12603,919,Retail,7,ZURICH FONTE,SAVING,4/22/2016,4,2016,Q2,Agency,2,,Existing,Existing,393.9182199
12604,920,Retail,3,FUTURO PROTETTO,PROTECTION,4/22/2016,4,2016,Q2,Agency,4,,Existing,Existing,390.1669063
12605,921,CLP,11,BUON COMPLEANNO,INVESTMENT,4/13/2016,4,2016,Q2,Bank,,2,Existing,Existing,16454.52957
12606,922,CLP,11,BUON COMPLEANNO,INVESTMENT,4/12/2016,4,2016,Q2,Bank,,1,Existing,Existing,20106.76584
12607,923,Retail,4,GUARDIAN PA,PROTECTION,4/18/2016,4,2016,Q2,Agency,2,,Existing,Existing,545.6521719
12608,924,Retail,19,RENDITE,PREVENTION,4/3/2016,4,2016,Q2,Agency,4,,Existing,Existing,601.4425819
12609,925,Retail,6,CAPITALE DIFFERITO,SAVING,4/5/2016,4,2016,Q2,Agency,1,,Existing,Existing,227.0630306
12610,926,Retail,3,FUTURO PROTETTO,PROTECTION,4/14/2016,4,2016,Q2,Agency,2,,Existing,Existing,440.0422124
12611,926,Retail,6,CAPITALE DIFFERITO,SAVING,4/1/2016,4,2016,Q2,Agency,2,,Existing,Existing,400.7791873
12612,927,CLP,19,RENDITE,PREVENTION,4/16/2016,4,2016,Q2,Bank,,6,Existing,Existing,12131.48011
12613,928,Retail,8,EKONOMIA,SAVING,4/10/2016,4,2016,Q2,Agency,1,,Existing,Existing,327.8779845
12614,928,Retail,12,DOPPIO VALORE,INVESTMENT,4/11/2016,4,2016,Q2,Agency,2,,Existing,Existing,971.0987501
12615,929,Retail,2,COLLETTIVA ERBAVOGLIO GOLD,PROTECTION,4/29/2016,4,2016,Q2,Agency,2,,Existing,Existing,565.2747365
12616,930,CLP,2,COLLETTIVA ERBAVOGLIO GOLD,PROTECTION,4/20/2016,4,2016,Q2,Bank,,4,Existing,Existing,13425.33847
12617,930,CLP,8,EKONOMIA,SAVING,4/3/2016,4,2016,Q2,Bank,,1,Existing,Existing,11148.2601
12618,931,Retail,19,RENDITE,PREVENTION,4/9/2016,4,2016,Q2,Agency,1,,Existing,Existing,563.7002008
12619,932,Retail,3,FUTURO PROTETTO,PROTECTION,4/20/2016,4,2016,Q2,Agency,3,,Existing,Existing,485.1740441
12620,933,Retail,7,ZURICH FONTE,SAVING,4/27/2016,4,2016,Q2,Agency,6,,Existing,Existing,426.1996548
12621,933,Retail,5,ZURICH PROTECTA,PROTECTION,4/16/2016,4,2016,Q2,Agency,2,,Lost,Withdrawal/Non-Redemption,734.6256743
12622,933,Retail,19,RENDITE,PREVENTION,4/22/2016,4,2016,Q2,Agency,3,,Existing,Existing,496.9178381
12623,934,Retail,4,GUARDIAN PA,PROTECTION,4/21/2016,4,2016,Q2,Agency,6,,Existing,Existing,636.5488605
12624,935,CLP,19,RENDITE,PREVENTION,4/9/2016,4,2016,Q2,Bank,,2,Existing,Existing,21528.01919
12625,935,CLP,4,GUARDIAN PA,PROTECTION,4/12/2016,4,2016,Q2,Bank,,2,Existing,Existing,26892.82531
12626,937,Retail,3,FUTURO PROTETTO,PROTECTION,4/2/2016,4,2016,Q2,Agency,1,,Existing,Existing,591.61165
12627,938,Retail,11,BUON COMPLEANNO,INVESTMENT,4/10/2016,4,2016,Q2,Agency,1,,Existing,Existing,920.571921
12628,939,Retail,1,C.Q.S. PREMIO ANNUO,PROTECTION,4/30/2016,4,2016,Q2,Agency,1,,Existing,Existing,382.6253113
12629,940,Retail,19,RENDITE,PREVENTION,4/2/2016,4,2016,Q2,Agency,4,,Existing,Existing,391.4357699
12630,941,Retail,12,DOPPIO VALORE,INVESTMENT,4/27/2016,4,2016,Q2,Agency,1,,Existing,Existing,1154.089862
12631,941,Retail,6,CAPITALE DIFFERITO,SAVING,4/9/2016,4,2016,Q2,Agency,2,,Existing,Existing,304.9033697
12632,941,Retail,1,C.Q.S. PREMIO ANNUO,PROTECTION,4/6/2016,4,2016,Q2,Agency,2,,Existing,Existing,603.9721279
12633,942,Retail,1,C.Q.S. PREMIO ANNUO,PROTECTION,4/2/2016,4,2016,Q2,Agency,2,,Existing,Existing,428.726281
12634,942,Retail,19,RENDITE,PREVENTION,4/27/2016,4,2016,Q2,Agency,5,,Existing,Existing,454.2665068
12635,943,Retail,10,STEP BY STEP,SAVING,4/11/2016,4,2016,Q2,Agency,1,,Existing,Existing,489.3132332
12636,944,Retail,14,EXTERA,INVESTMENT,4/23/2016,4,2016,Q2,Agency,6,,Existing,Existing,1028.474497
12637,945,Retail,19,RENDITE,PREVENTION,4/24/2016,4,2016,Q2,Agency,1,,Existing,Existing,340.8046978
12638,945,Retail,4,GUARDIAN PA,PROTECTION,4/5/2016,4,2016,Q2,Agency,5,,Existing,Existing,601.9045442
12639,946,CLP,15,MEGA TURISTA,INVESTMENT,4/26/2016,4,2016,Q2,Bank,,2,Existing,Existing,12293.82375
12640,947,Retail,13,EAZY INVEST,INVESTMENT,4/30/2016,4,2016,Q2,Agency,4,,In-Force,Other Movements,1017.44586
12641,948,CLP,3,FUTURO PROTETTO,PROTECTION,4/15/2016,4,2016,Q2,Bank,,5,Existing,Existing,22278.6555
12642,948,CLP,19,RENDITE,PREVENTION,4/26/2016,4,2016,Q2,Bank,,4,Existing,Existing,9745.061661
12643,949,Retail,14,EXTERA,INVESTMENT,4/4/2016,4,2016,Q2,Agency,4,,In-Force,Other Movements,679.0033684
12644,950,CLP,8,EKONOMIA,SAVING,4/12/2016,4,2016,Q2,Bank,,2,Existing,Existing,14499.58094
12645,950,CLP,11,BUON COMPLEANNO,INVESTMENT,4/23/2016,4,2016,Q2,Bank,,5,Existing,Existing,18661.35349
12646,950,CLP,18,PREVIR,PREVENTION,4/24/2016,4,2016,Q2,Bank,,3,Existing,Existing,13896.68644
12647,951,Retail,11,BUON COMPLEANNO,INVESTMENT,4/10/2016,4,2016,Q2,Agency,1,,Existing,Existing,768.0072505
12648,952,Retail,11,BUON COMPLEANNO,INVESTMENT,4/18/2016,4,2016,Q2,Agency,2,,Existing,Existing,882.2626404
12649,953,Retail,8,EKONOMIA,SAVING,4/13/2016,4,2016,Q2,Agency,4,,Lost,Surrender/Conversion,361.1192195
12650,954,CLP,2,COLLETTIVA ERBAVOGLIO GOLD,PROTECTION,4/27/2016,4,2016,Q2,Bank,,6,Existing,Existing,13718.83257
12651,954,CLP,18,PREVIR,PREVENTION,4/25/2016,4,2016,Q2,Bank,,2,Existing,Existing,12975.10364
12652,955,Retail,14,EXTERA,INVESTMENT,4/16/2016,4,2016,Q2,Agency,1,,Existing,Existing,860.3344686
12653,955,Retail,1,C.Q.S. PREMIO ANNUO,PROTECTION,4/27/2016,4,2016,Q2,Agency,6,,Existing,Existing,543.4444616
12654,955,Retail,18,PREVIR,PREVENTION,4/19/2016,4,2016,Q2,Agency,1,,Existing,Existing,418.5673318
12655,956,Retail,4,GUARDIAN PA,PROTECTION,4/11/2016,4,2016,Q2,Agency,2,,Existing,Existing,578.3548686
12656,957,Retail,8,EKONOMIA,SAVING,4/4/2016,4,2016,Q2,Agency,4,,In-Force,Other Movements,305.553785
12657,960,Retail,8,EKONOMIA,SAVING,4/8/2016,4,2016,Q2,Agency,4,,In-Force,Other Movements,403.6155056
12658,961,CLP,14,EXTERA,INVESTMENT,4/8/2016,4,2016,Q2,Bank,,7,Lost,Lapse,26954.9985
12659,961,CLP,18,PREVIR,PREVENTION,4/21/2016,4,2016,Q2,Bank,,4,Existing,Existing,13455.9397
12660,961,CLP,4,GUARDIAN PA,PROTECTION,4/2/2016,4,2016,Q2,Bank,,3,Existing,Existing,18340.91407
12661,962,Retail,8,EKONOMIA,SAVING,4/20/2016,4,2016,Q2,Agency,5,,Existing,Existing,362.8079601
12662,962,Retail,11,BUON COMPLEANNO,INVESTMENT,4/5/2016,4,2016,Q2,Agency,3,,Existing,Existing,995.3367894
12663,962,Retail,19,RENDITE,PREVENTION,4/3/2016,4,2016,Q2,Agency,4,,Existing,Existing,627.4341543
12664,963,CLP,9,CALCOLO,SAVING,4/12/2016,4,2016,Q2,Bank,,1,Existing,Existing,8482.260354
12665,964,CLP,20,Z INTEGRA,PREVENTION,4/7/2016,4,2016,Q2,Bank,,3,Existing,Existing,17118.18388
12666,965,CLP,3,FUTURO PROTETTO,PROTECTION,4/23/2016,4,2016,Q2,Bank,,10,Lost,Surrender/Conversion,19541.1991
12667,966,Retail,3,FUTURO PROTETTO,PROTECTION,4/13/2016,4,2016,Q2,Agency,2,,Existing,Existing,731.1674605
12668,967,CLP,3,FUTURO PROTETTO,PROTECTION,4/19/2016,4,2016,Q2,Bank,,1,Existing,Existing,15710.96729
12669,968,Retail,19,RENDITE,PREVENTION,4/27/2016,4,2016,Q2,Agency,1,,In-Force,Other Movements,259.6117012
12670,968,Retail,8,EKONOMIA,SAVING,4/30/2016,4,2016,Q2,Agency,3,,Existing,Existing,331.7559579
12671,969,Retail,14,EXTERA,INVESTMENT,4/3/2016,4,2016,Q2,Agency,1,,Existing,Existing,586.8354367
12672,971,Retail,18,PREVIR,PREVENTION,4/29/2016,4,2016,Q2,Agency,2,,In-Force,Other Movements,472.7391748
12673,972,CLP,3,FUTURO PROTETTO,PROTECTION,4/27/2016,4,2016,Q2,Bank,,10,In-Force,Other Movements,20375.22638
12674,972,CLP,19,RENDITE,PREVENTION,4/25/2016,4,2016,Q2,Bank,,3,Existing,Existing,20529.68374
12675,972,CLP,14,EXTERA,INVESTMENT,4/7/2016,4,2016,Q2,Bank,,1,Lost,Surrender/Conversion,20007.01979
12676,972,CLP,9,CALCOLO,SAVING,4/6/2016,4,2016,Q2,Bank,,2,Existing,Existing,16098.01191
12677,973,Retail,3,FUTURO PROTETTO,PROTECTION,4/30/2016,4,2016,Q2,Agency,1,,Existing,Existing,773.3808624
12678,974,Retail,8,EKONOMIA,SAVING,4/30/2016,4,2016,Q2,Agency,4,,Existing,Existing,301.0665757
12679,976,CLP,18,PREVIR,PREVENTION,4/12/2016,4,2016,Q2,Bank,,9,Existing,Existing,24450.64168
12680,977,CLP,12,DOPPIO VALORE,INVESTMENT,4/17/2016,4,2016,Q2,Bank,,11,Existing,Existing,16438.91791
12681,977,CLP,9,CALCOLO,SAVING,4/16/2016,4,2016,Q2,Bank,,10,Existing,Existing,16601.60821
12682,978,Retail,19,RENDITE,PREVENTION,4/25/2016,4,2016,Q2,Agency,6,,Existing,Existing,392.7075617
12683,978,Retail,14,EXTERA,INVESTMENT,4/28/2016,4,2016,Q2,Agency,2,,In-Force,New Business,1113.133393
12684,979,Retail,12,DOPPIO VALORE,INVESTMENT,4/23/2016,4,2016,Q2,Agency,1,,Existing,Existing,847.8748985
12685,980,Retail,19,RENDITE,PREVENTION,4/6/2016,4,2016,Q2,Agency,6,,Existing,Existing,324.0086953
12686,980,Retail,8,EKONOMIA,SAVING,4/13/2016,4,2016,Q2,Agency,4,,Existing,Existing,433.7589176
12687,982,Retail,8,EKONOMIA,SAVING,4/1/2016,4,2016,Q2,Agency,2,,Existing,Existing,327.8986969
12688,983,Retail,3,FUTURO PROTETTO,PROTECTION,4/28/2016,4,2016,Q2,Agency,3,,Existing,Existing,563.9116277
12689,983,Retail,18,PREVIR,PREVENTION,4/9/2016,4,2016,Q2,Agency,4,,Existing,Existing,384.8649711
12690,984,Retail,3,FUTURO PROTETTO,PROTECTION,4/2/2016,4,2016,Q2,Agency,3,,In-Force,Other Movements,668.7873571
12691,984,Retail,19,RENDITE,PREVENTION,4/16/2016,4,2016,Q2,Agency,2,,Existing,Existing,318.4243231
12692,985,Retail,8,EKONOMIA,SAVING,4/2/2016,4,2016,Q2,Agency,1,,Existing,Existing,230.378678
12693,986,Retail,4,GUARDIAN PA,PROTECTION,4/2/2016,4,2016,Q2,Agency,2,,Existing,Existing,492.2580104
12694,986,Retail,11,BUON COMPLEANNO,INVESTMENT,4/19/2016,4,2016,Q2,Agency,1,,Existing,Existing,951.4701662
12695,986,Retail,16,IO DECIDO DIFFERITA,PREVENTION,4/13/2016,4,2016,Q2,Agency,5,,Existing,Existing,486.1340895
12696,987,Retail,3,FUTURO PROTETTO,PROTECTION,4/21/2016,4,2016,Q2,Agency,2,,Existing,Existing,540.6307161
12697,988,Retail,12,DOPPIO VALORE,INVESTMENT,4/18/2016,4,2016,Q2,Agency,1,,Existing,Existing,918.2905918
12698,988,Retail,2,COLLETTIVA ERBAVOGLIO GOLD,PROTECTION,4/4/2016,4,2016,Q2,Agency,2,,Existing,Existing,424.5687573
12699,990,Retail,19,RENDITE,PREVENTION,4/27/2016,4,2016,Q2,Agency,3,,Existing,Existing,499.810486
12700,990,Retail,11,BUON COMPLEANNO,INVESTMENT,4/9/2016,4,2016,Q2,Agency,1,,Existing,Existing,818.5144182
12701,991,CLP,3,FUTURO PROTETTO,PROTECTION,4/22/2016,4,2016,Q2,Bank,,6,Existing,Existing,20276.28256
12702,991,CLP,19,RENDITE,PREVENTION,4/24/2016,4,2016,Q2,Bank,,5,Existing,Existing,14065.04406
12703,992,Retail,9,CALCOLO,SAVING,4/8/2016,4,2016,Q2,Agency,6,,Existing,Existing,419.5934296
12704,992,Retail,4,GUARDIAN PA,PROTECTION,4/8/2016,4,2016,Q2,Agency,3,,Existing,Existing,711.2175418
12705,993,Retail,5,ZURICH PROTECTA,PROTECTION,4/11/2016,4,2016,Q2,Agency,1,,Lost,Lapse,424.4213645
12706,994,CLP,12,DOPPIO VALORE,INVESTMENT,4/1/2016,4,2016,Q2,Bank,,2,Existing,Existing,18421.43903
12707,994,CLP,3,FUTURO PROTETTO,PROTECTION,4/12/2016,4,2016,Q2,Bank,,9,Existing,Existing,15451.23433
12708,995,Retail,9,CALCOLO,SAVING,4/30/2016,4,2016,Q2,Agency,5,,Existing,Existing,287.9102406
12709,996,Retail,18,PREVIR,PREVENTION,4/10/2016,4,2016,Q2,Agency,1,,Existing,Existing,484.9664494
12710,997,Retail,3,FUTURO PROTETTO,PROTECTION,4/30/2016,4,2016,Q2,Agency,3,,Existing,Existing,654.8637383
12711,997,Retail,13,EAZY INVEST,INVESTMENT,4/14/2016,4,2016,Q2,Agency,1,,Existing,Existing,1223.304816
12712,997,Retail,19,RENDITE,PREVENTION,4/15/2016,4,2016,Q2,Agency,1,,Existing,Existing,666.4672901
12713,997,Retail,8,EKONOMIA,SAVING,4/18/2016,4,2016,Q2,Agency,5,,Existing,Existing,446.3478719
12714,998,CLP,19,RENDITE,PREVENTION,4/7/2016,4,2016,Q2,Bank,,4,Existing,Existing,22498.7212
12715,999,Retail,8,EKONOMIA,SAVING,4/29/2016,4,2016,Q2,Agency,2,,Existing,Existing,250.8956027
12716,1000,Retail,6,CAPITALE DIFFERITO,SAVING,4/28/2016,4,2016,Q2,Agency,3,,Existing,Existing,331.2649866
12717,1000,Retail,12,DOPPIO VALORE,INVESTMENT,4/21/2016,4,2016,Q2,Agency,4,,Existing,Existing,966.9558575
12718,1002,Retail,11,BUON COMPLEANNO,INVESTMENT,4/22/2016,4,2016,Q2,Agency,3,,Existing,Existing,839.2867764
12719,1003,Retail,3,FUTURO PROTETTO,PROTECTION,4/25/2016,4,2016,Q2,Agency,6,,Existing,Existing,647.1987861
12720,1005,Retail,19,RENDITE,PREVENTION,4/10/2016,4,2016,Q2,Agency,1,,In-Force,New Business,294.1984469
12721,1005,Retail,8,EKONOMIA,SAVING,4/14/2016,4,2016,Q2,Agency,1,,Existing,Existing,434.8139524
12722,1006,CLP,17,OPZIONE RENDITA,PREVENTION,4/11/2016,4,2016,Q2,Bank,,6,Existing,Existing,15729.06072
12723,1007,Retail,4,GUARDIAN PA,PROTECTION,4/24/2016,4,2016,Q2,Agency,2,,In-Force,Other Movements,475.2209688
12724,1008,Retail,1,C.Q.S. PREMIO ANNUO,PROTECTION,4/7/2016,4,2016,Q2,Agency,1,,Existing,Existing,412.7989839
12725,1008,Retail,15,MEGA TURISTA,INVESTMENT,4/1/2016,4,2016,Q2,Agency,4,,Existing,Existing,801.1058104
12726,1009,CLP,1,C.Q.S. PREMIO ANNUO,PROTECTION,4/6/2016,4,2016,Q2,Bank,,6,In-Force,Other Movements,12458.80276
12727,1010,CLP,9,CALCOLO,SAVING,4/11/2016,4,2016,Q2,Bank,,3,Existing,Existing,17330.56961
12728,1011,Retail,3,FUTURO PROTETTO,PROTECTION,4/7/2016,4,2016,Q2,Agency,5,,In-Force,Other Movements,417.4692234
12729,1011,Retail,14,EXTERA,INVESTMENT,4/4/2016,4,2016,Q2,Agency,4,,Existing,Existing,1036.176726
12730,1012,Retail,9,CALCOLO,SAVING,4/25/2016,4,2016,Q2,Agency,2,,Existing,Existing,311.6889646
12731,1013,Retail,6,CAPITALE DIFFERITO,SAVING,4/28/2016,4,2016,Q2,Agency,4,,Existing,Existing,400.9593742
12732,1014,Retail,3,FUTURO PROTETTO,PROTECTION,4/7/2016,4,2016,Q2,Agency,3,,Existing,Existing,536.6071337
12733,1015,Retail,3,FUTURO PROTETTO,PROTECTION,4/8/2016,4,2016,Q2,Agency,4,,Lost,Claim,438.0540267
12734,1016,Retail,8,EKONOMIA,SAVING,4/5/2016,4,2016,Q2,Agency,2,,Existing,Existing,277.389513
12735,1017,CLP,3,FUTURO PROTETTO,PROTECTION,4/17/2016,4,2016,Q2,Bank,,3,Existing,Existing,17248.51058
12736,1018,Retail,3,FUTURO PROTETTO,PROTECTION,4/20/2016,4,2016,Q2,Agency,2,,Existing,Existing,784.7103782
12737,1019,Retail,19,RENDITE,PREVENTION,4/5/2016,4,2016,Q2,Agency,4,,Existing,Existing,295.1814213
12738,1020,Retail,19,RENDITE,PREVENTION,4/10/2016,4,2016,Q2,Agency,2,,Lost,Lapse,450.8507016
12739,1022,Retail,11,BUON COMPLEANNO,INVESTMENT,4/26/2016,4,2016,Q2,Agency,1,,Existing,Existing,917.1061688
12740,1022,Retail,19,RENDITE,PREVENTION,4/11/2016,4,2016,Q2,Agency,3,,Existing,Existing,457.0688371
12741,1023,Retail,9,CALCOLO,SAVING,4/19/2016,4,2016,Q2,Agency,4,,Existing,Existing,226.4775293
12742,1024,Retail,14,EXTERA,INVESTMENT,4/6/2016,4,2016,Q2,Agency,1,,Lost,Maturity,913.9975042
12743,1025,CLP,8,EKONOMIA,SAVING,4/23/2016,4,2016,Q2,Bank,,2,Existing,Existing,22555.29065
12744,1025,CLP,4,GUARDIAN PA,PROTECTION,4/1/2016,4,2016,Q2,Bank,,1,Existing,Existing,18524.16567
12745,1025,CLP,12,DOPPIO VALORE,INVESTMENT,4/15/2016,4,2016,Q2,Bank,,7,Existing,Existing,24176.13159
12746,1026,CLP,19,RENDITE,PREVENTION,4/13/2016,4,2016,Q2,Bank,,1,Existing,Existing,14074.7939
12747,1027,Retail,1,C.Q.S. PREMIO ANNUO,PROTECTION,4/21/2016,4,2016,Q2,Agency,1,,Existing,Existing,603.665536
12748,1027,Retail,6,CAPITALE DIFFERITO,SAVING,4/6/2016,4,2016,Q2,Agency,1,,Existing,Existing,394.461503
12749,1028,Retail,8,EKONOMIA,SAVING,4/29/2016,4,2016,Q2,Agency,1,,Existing,Existing,385.0070276
12750,1029,Retail,19,RENDITE,PREVENTION,4/14/2016,4,2016,Q2,Agency,4,,Existing,Existing,396.1794892
12751,1029,Retail,4,GUARDIAN PA,PROTECTION,4/18/2016,4,2016,Q2,Agency,5,,Existing,Existing,705.7770368
12752,1030,Retail,14,EXTERA,INVESTMENT,4/16/2016,4,2016,Q2,Agency,2,,Existing,Existing,1016.25318
12753,1030,Retail,19,RENDITE,PREVENTION,4/23/2016,4,2016,Q2,Agency,2,,Existing,Existing,472.1206133
12754,1030,Retail,4,GUARDIAN PA,PROTECTION,4/26/2016,4,2016,Q2,Agency,1,,Existing,Existing,587.9277669
12755,1030,Retail,8,EKONOMIA,SAVING,4/15/2016,4,2016,Q2,Agency,1,,Existing,Existing,338.4517098
12756,1031,Retail,9,CALCOLO,SAVING,4/16/2016,4,2016,Q2,Agency,1,,Existing,Existing,376.3351346
12757,1032,Retail,8,EKONOMIA,SAVING,4/30/2016,4,2016,Q2,Agency,6,,Existing,Existing,258.5498095
12758,1033,Retail,8,EKONOMIA,SAVING,4/20/2016,4,2016,Q2,Agency,2,,Existing,Existing,321.2575521
12759,1034,Retail,3,FUTURO PROTETTO,PROTECTION,4/12/2016,4,2016,Q2,Agency,1,,Existing,Existing,765.226737
12760,1035,Retail,4,GUARDIAN PA,PROTECTION,4/9/2016,4,2016,Q2,Agency,5,,Existing,Existing,764.3733412
12761,1036,Retail,8,EKONOMIA,SAVING,4/24/2016,4,2016,Q2,Agency,2,,Existing,Existing,370.9307178
12762,1036,Retail,11,BUON COMPLEANNO,INVESTMENT,4/17/2016,4,2016,Q2,Agency,3,,Existing,Existing,1046.780373
12763,1037,Retail,9,CALCOLO,SAVING,4/22/2016,4,2016,Q2,Agency,2,,In-Force,Other Movements,251.5372307
12764,1038,Retail,6,CAPITALE DIFFERITO,SAVING,4/2/2016,4,2016,Q2,Agency,4,,Existing,Existing,311.9587728
12765,1039,CLP,9,CALCOLO,SAVING,4/17/2016,4,2016,Q2,Bank,,10,Existing,Existing,12445.25192
12766,1040,Retail,2,COLLETTIVA ERBAVOGLIO GOLD,PROTECTION,4/19/2016,4,2016,Q2,Agency,2,,Existing,Existing,683.8443091
12767,1042,Retail,3,FUTURO PROTETTO,PROTECTION,4/26/2016,4,2016,Q2,Agency,1,,Existing,Existing,710.5153344
12768,1042,Retail,8,EKONOMIA,SAVING,4/21/2016,4,2016,Q2,Agency,3,,Existing,Existing,224.554969
12769,1043,CLP,6,CAPITALE DIFFERITO,SAVING,4/6/2016,4,2016,Q2,Bank,,6,Existing,Existing,13621.39587
12770,1044,Retail,3,FUTURO PROTETTO,PROTECTION,4/14/2016,4,2016,Q2,Agency,6,,Existing,Existing,535.2892122
12771,1045,Retail,3,FUTURO PROTETTO,PROTECTION,4/30/2016,4,2016,Q2,Agency,2,,Existing,Existing,445.6920542
12772,1046,Retail,19,RENDITE,PREVENTION,4/19/2016,4,2016,Q2,Agency,6,,Existing,Existing,399.4432999
12773,1047,CLP,19,RENDITE,PREVENTION,4/13/2016,4,2016,Q2,Bank,,4,Existing,Existing,13909.18715
12774,1047,CLP,9,CALCOLO,SAVING,4/5/2016,4,2016,Q2,Bank,,1,Existing,Existing,10483.40679
12775,1048,Retail,8,EKONOMIA,SAVING,4/27/2016,4,2016,Q2,Agency,2,,Existing,Existing,419.7110004
12776,1049,Retail,3,FUTURO PROTETTO,PROTECTION,4/15/2016,4,2016,Q2,Agency,3,,Existing,Existing,851.0786801
12777,1050,Retail,11,BUON COMPLEANNO,INVESTMENT,4/30/2016,4,2016,Q2,Agency,1,,Existing,Existing,984.6090043
12778,1051,CLP,19,RENDITE,PREVENTION,4/19/2016,4,2016,Q2,Bank,,1,Existing,Existing,21830.40783
12779,1052,Retail,19,RENDITE,PREVENTION,4/12/2016,4,2016,Q2,Agency,1,,Existing,Existing,423.9429385
12780,1053,CLP,5,ZURICH PROTECTA,PROTECTION,4/8/2016,4,2016,Q2,Bank,,2,Existing,Existing,18666.24346
12781,1056,Retail,14,EXTERA,INVESTMENT,4/17/2016,4,2016,Q2,Agency,2,,Existing,Existing,1270.867138
12782,1057,Retail,6,CAPITALE DIFFERITO,SAVING,4/9/2016,4,2016,Q2,Agency,4,,Existing,Existing,373.1835464
12783,1058,Retail,9,CALCOLO,SAVING,4/24/2016,4,2016,Q2,Agency,2,,In-Force,Other Movements,349.1181747
12784,1059,Retail,9,CALCOLO,SAVING,4/28/2016,4,2016,Q2,Agency,2,,Existing,Existing,404.2375319
12785,1059,Retail,14,EXTERA,INVESTMENT,4/14/2016,4,2016,Q2,Agency,4,,Existing,Existing,921.2580776
12786,1060,Retail,18,PREVIR,PREVENTION,4/30/2016,4,2016,Q2,Agency,1,,Existing,Existing,319.1737939
12787,1061,CLP,14,EXTERA,INVESTMENT,4/11/2016,4,2016,Q2,Bank,,1,Existing,Existing,33303.79547
12788,1062,Retail,11,BUON COMPLEANNO,INVESTMENT,4/24/2016,4,2016,Q2,Agency,3,,Lost,Lapse,790.337877
12789,1063,Retail,3,FUTURO PROTETTO,PROTECTION,4/27/2016,4,2016,Q2,Agency,6,,Existing,Existing,597.205213
12790,1065,Retail,3,FUTURO PROTETTO,PROTECTION,4/14/2016,4,2016,Q2,Agency,1,,Existing,Existing,688.0612586
12791,1067,CLP,3,FUTURO PROTETTO,PROTECTION,4/29/2016,4,2016,Q2,Bank,,4,Existing,Existing,16087.32114
12792,1068,Retail,19,RENDITE,PREVENTION,4/23/2016,4,2016,Q2,Agency,4,,In-Force,Other Movements,446.8179333
12793,1068,Retail,3,FUTURO PROTETTO,PROTECTION,4/30/2016,4,2016,Q2,Agency,3,,Existing,Existing,464.1989531
12794,1069,Retail,12,DOPPIO VALORE,INVESTMENT,4/21/2016,4,2016,Q2,Agency,2,,Existing,Existing,966.477498
12795,1070,Retail,13,EAZY INVEST,INVESTMENT,4/10/2016,4,2016,Q2,Agency,1,,Existing,Existing,1006.834796
12796,1071,CLP,19,RENDITE,PREVENTION,4/8/2016,4,2016,Q2,Bank,,1,Existing,Existing,16176.74448
12797,1071,CLP,3,FUTURO PROTETTO,PROTECTION,4/6/2016,4,2016,Q2,Bank,,1,Existing,Existing,17287.60173
12798,1071,CLP,14,EXTERA,INVESTMENT,4/7/2016,4,2016,Q2,Bank,,9,Existing,Existing,23397.57375
12799,1072,CLP,8,EKONOMIA,SAVING,4/3/2016,4,2016,Q2,Bank,,7,Existing,Existing,16161.64562
12800,1073,CLP,4,GUARDIAN PA,PROTECTION,4/3/2016,4,2016,Q2,Bank,,1,Existing,Existing,20692.37892
12801,1073,CLP,14,EXTERA,INVESTMENT,4/18/2016,4,2016,Q2,Bank,,1,Existing,Existing,20443.56847
12802,1074,Retail,18,PREVIR,PREVENTION,4/10/2016,4,2016,Q2,Agency,2,,Existing,Existing,458.7777062
12803,1075,CLP,18,PREVIR,PREVENTION,4/3/2016,4,2016,Q2,Bank,,7,Existing,Existing,21502.71072
12804,1075,CLP,8,EKONOMIA,SAVING,4/16/2016,4,2016,Q2,Bank,,6,Existing,Existing,17765.24283
12805,1076,Retail,14,EXTERA,INVESTMENT,4/27/2016,4,2016,Q2,Agency,1,,Existing,Existing,954.6671949
12806,1076,Retail,4,GUARDIAN PA,PROTECTION,4/8/2016,4,2016,Q2,Agency,1,,Existing,Existing,628.6640804
12807,1077,Retail,3,FUTURO PROTETTO,PROTECTION,4/22/2016,4,2016,Q2,Agency,1,,Existing,Existing,561.9721896
12808,1078,Retail,8,EKONOMIA,SAVING,4/10/2016,4,2016,Q2,Agency,2,,Existing,Existing,358.3878525
12809,1078,Retail,12,DOPPIO VALORE,INVESTMENT,4/3/2016,4,2016,Q2,Agency,2,,Existing,Existing,834.4746669
12810,1079,Retail,3,FUTURO PROTETTO,PROTECTION,4/11/2016,4,2016,Q2,Agency,1,,Existing,Existing,550.5819623
